block-pct-last-1,defensive-efficiency-last-1,offensive-efficiency-last-1,steal-pct-last-1,total-rebounds-per-game-last-1,true-shooting-percentage-last-1,turnover-pct-last-1,year,month,day,changes_of_win_rating
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,8,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,9,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,10,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,11,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,12,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,13,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,14,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,15,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,16,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,17,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,18,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,19,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,20,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,21,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,22,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,23,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,24,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,25,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,26,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,27,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,28,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,29,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,30,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,1,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,2,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,3,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,4,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,5,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,6,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,7,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,8,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,9,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,10,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,11,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,12,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,13,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,14,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,15,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,16,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,17,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,18,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,19,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,20,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,10,21,-1
2.4,0.998,0.776,7.6,56.0,77.2,12.5,2019,10,27,-1
2.4,0.998,0.776,7.6,56.0,77.2,12.5,2019,10,28,-1
5.5,1.076,1.004,4.9,44.0,103.2,9.5,2019,10,29,-1
5.5,1.076,1.004,4.9,44.0,103.2,9.5,2019,10,30,-1
6.4,1.166,1.106,5.4,41.0,110.0,6.4,2019,10,31,-1
6.4,1.166,1.106,5.4,41.0,110.0,6.4,2019,11,1,-1
1.2,1.018,1.075,5.3,50.0,112.1,14.8,2019,11,2,1
1.2,1.018,1.075,5.3,50.0,112.1,14.8,2019,11,3,1
2.4,1.006,0.885,6.8,57.0,97.1,15.7,2019,11,4,-1
2.4,1.006,0.885,6.8,57.0,97.1,15.7,2019,11,5,-1
4.3,1.111,1.055,9.3,52.0,116.8,14.1,2019,11,6,-1
12.2,0.859,1.044,9.6,53.0,119.2,17.4,2019,11,7,1
12.2,0.859,1.044,9.6,53.0,119.2,17.4,2019,11,8,1
12.2,0.859,1.044,9.6,53.0,119.2,17.4,2019,11,9,1
6.0,1.055,0.847,11.7,53.0,88.2,12.3,2019,11,10,-1
6.0,1.055,0.847,11.7,53.0,88.2,12.3,2019,11,11,-1
6.0,1.055,0.847,11.7,53.0,88.2,12.3,2019,11,12,-1
2.3,0.951,1.119,7.5,58.0,125.4,17.2,2019,11,13,1
2.3,0.951,1.119,7.5,58.0,125.4,17.2,2019,11,14,1
1.1,1.077,0.999,10.6,54.0,109.7,16.0,2019,11,15,-1
1.1,1.077,0.999,10.6,54.0,109.7,16.0,2019,11,16,-1
2.3,1.034,0.981,6.8,66.0,100.5,15.4,2019,11,17,-1
2.3,1.034,0.981,6.8,66.0,100.5,15.4,2019,11,18,-1
7.3,1.089,0.956,5.3,56.0,97.4,12.6,2019,11,19,-1
7.3,1.089,0.956,5.3,56.0,97.4,12.6,2019,11,20,-1
8.4,0.849,1.04,7.7,69.0,105.5,12.8,2019,11,21,1
8.4,0.849,1.04,7.7,69.0,105.5,12.8,2019,11,22,1
3.8,1.155,1.076,10.1,44.0,108.5,11.4,2019,11,23,-1
3.8,1.143,1.153,10.9,47.0,115.2,11.4,2019,11,24,1
3.8,1.143,1.153,10.9,47.0,115.2,11.4,2019,11,25,1
4.5,1.136,0.913,6.9,44.0,98.4,15.3,2019,11,26,-1
4.5,1.136,0.913,6.9,44.0,98.4,15.3,2019,11,27,-1
4.9,1.025,0.887,12.2,51.0,92.3,15.6,2019,11,28,-1
4.9,1.025,0.887,12.2,51.0,92.3,15.6,2019,11,29,-1
2.4,1.028,0.99,7.1,60.0,97.3,9.6,2019,11,30,-1
2.4,1.028,0.99,7.1,60.0,97.3,9.6,2019,12,1,-1
2.4,1.028,0.99,7.1,60.0,97.3,9.6,2019,12,2,-1
0.0,1.038,1.106,8.0,41.0,127.3,17.1,2019,12,3,1
0.0,1.038,1.106,8.0,41.0,127.3,17.1,2019,12,4,1
13.5,0.923,0.988,4.2,58.0,112.1,17.9,2019,12,5,1
13.5,0.923,0.988,4.2,58.0,112.1,17.9,2019,12,6,1
2.8,1.048,1.027,10.8,40.0,108.4,14.2,2019,12,7,-1
2.8,1.048,1.027,10.8,40.0,108.4,14.2,2019,12,8,-1
1.3,1.064,1.016,7.1,46.0,113.1,13.7,2019,12,9,-1
4.4,0.89,0.88,5.1,54.0,96.2,15.0,2019,12,10,-1
4.4,0.89,0.88,5.1,54.0,96.2,15.0,2019,12,11,-1
8.4,0.938,1.251,12.6,47.0,132.0,11.2,2019,12,12,1
8.4,0.938,1.251,12.6,47.0,132.0,11.2,2019,12,13,1
8.9,0.836,0.735,10.0,50.0,75.5,12.7,2019,12,14,-1
11.2,1.041,1.07,10.9,53.0,116.5,15.8,2019,12,15,1
11.2,1.041,1.07,10.9,53.0,116.5,15.8,2019,12,16,1
8.7,1.082,1.052,15.5,37.0,113.8,13.2,2019,12,17,-1
8.7,1.082,1.052,15.5,37.0,113.8,13.2,2019,12,18,-1
6.3,0.971,0.98,7.9,59.0,101.5,12.2,2019,12,19,1
6.3,0.971,0.98,7.9,59.0,101.5,12.2,2019,12,20,1
6.3,0.971,0.98,7.9,59.0,101.5,12.2,2019,12,21,1
4.6,1.062,1.181,7.5,55.0,133.9,18.8,2019,12,22,1
4.6,1.062,1.181,7.5,55.0,133.9,18.8,2019,12,23,1
7.3,1.03,0.95,5.7,54.0,99.9,15.3,2019,12,24,-1
7.3,1.03,0.95,5.7,54.0,99.9,15.3,2019,12,25,-1
7.3,1.03,0.95,5.7,54.0,99.9,15.3,2019,12,26,-1
7.3,1.03,0.95,5.7,54.0,99.9,15.3,2019,12,27,-1
6.2,1.03,0.95,6.6,53.0,99.9,15.3,2019,12,28,-1
5.8,0.797,1.141,11.8,58.0,120.8,14.8,2019,12,29,1
5.8,0.797,1.141,11.8,58.0,120.8,14.8,2019,12,30,1
2.4,1.17,0.971,8.7,49.0,92.1,8.4,2019,12,31,-1
2.4,1.17,0.971,8.7,49.0,92.1,8.4,2020,1,1,-1
2.4,1.17,0.971,8.7,49.0,92.1,8.4,2020,1,2,-1
6.6,1.049,1.008,7.7,55.0,96.0,9.8,2020,1,3,-1
6.6,1.049,1.008,7.7,55.0,96.0,9.8,2020,1,4,-1
6.1,1.117,1.047,13.4,45.0,109.8,14.5,2020,1,5,-1
6.1,1.117,1.047,13.4,45.0,109.8,14.5,2020,1,6,-1
8.3,1.228,1.144,9.3,49.0,106.6,8.0,2020,1,7,-1
7.1,1.228,1.144,9.3,49.0,106.6,8.0,2020,1,8,-1
2.3,1.176,1.033,10.3,49.0,105.9,10.5,2020,1,9,-1
2.3,1.176,1.033,10.3,49.0,105.9,10.5,2020,1,10,-1
3.6,1.194,1.081,5.7,40.0,119.9,15.5,2020,1,11,-1
7.7,1.023,1.116,10.1,42.0,120.5,14.2,2020,1,12,1
7.7,1.023,1.116,10.1,42.0,120.5,14.2,2020,1,13,1
6.0,1.135,1.014,4.6,46.0,108.2,13.1,2020,1,14,-1
6.0,1.135,1.014,4.6,46.0,108.2,13.1,2020,1,15,-1
6.3,1.04,1.129,10.1,50.0,120.5,13.6,2020,1,16,1
6.3,1.04,1.129,10.1,50.0,120.5,13.6,2020,1,17,1
3.7,1.051,0.935,7.7,46.0,101.0,16.8,2020,1,18,-1
6.8,1.121,1.14,15.4,34.0,124.1,11.2,2020,1,19,1
6.8,1.121,1.14,15.4,34.0,124.1,11.2,2020,1,20,1
2.6,1.016,0.897,9.7,44.0,97.5,14.6,2020,1,21,-1
2.6,1.016,0.897,9.8,44.0,97.5,14.6,2020,1,22,-1
2.3,1.058,1.125,7.9,58.0,115.2,11.2,2020,1,23,1
2.3,1.058,1.125,7.9,58.0,115.2,11.2,2020,1,24,1
4.9,0.997,0.824,5.7,52.0,94.6,19.8,2020,1,25,-1
2.4,1.062,1.182,13.5,44.0,122.4,10.3,2020,1,26,1
2.4,1.062,1.182,13.5,44.0,122.4,10.3,2020,1,27,1
2.4,1.111,1.121,7.3,53.0,109.9,10.7,2020,1,28,1
2.4,1.111,1.121,7.3,53.0,109.9,10.7,2020,1,29,1
3.4,1.087,1.002,8.4,38.0,115.1,17.9,2020,1,30,-1
3.4,1.087,1.002,8.4,38.0,115.1,17.9,2020,1,31,-1
3.8,1.277,1.133,6.4,43.0,120.0,12.2,2020,2,1,-1
3.8,1.277,1.133,6.4,43.0,120.0,12.2,2020,2,2,-1
0.0,1.295,1.024,9.0,51.0,99.7,13.7,2020,2,3,-1
0.0,1.295,1.024,9.0,51.0,99.7,13.7,2020,2,4,-1
0.0,1.295,1.024,9.0,51.0,99.7,13.7,2020,2,5,-1
0.0,1.295,1.024,9.0,51.0,99.7,13.7,2020,2,6,-1
1.1,1.152,1.097,9.4,50.0,114.5,13.4,2020,2,7,-1
1.1,1.152,1.097,9.4,50.0,114.5,13.4,2020,2,8,-1
1.1,1.152,1.097,9.4,50.0,114.5,13.4,2020,2,9,-1
3.6,1.178,1.108,6.9,48.0,115.5,15.8,2020,2,10,-1
3.6,1.178,1.108,6.9,48.0,115.5,15.8,2020,2,11,-1
4.5,1.15,1.041,7.6,51.0,115.6,18.4,2020,2,12,-1
4.5,1.15,1.041,7.6,51.0,115.6,18.4,2020,2,13,-1
4.5,1.15,1.041,7.6,51.0,115.6,18.4,2020,2,14,-1
4.5,1.15,1.041,7.6,51.0,115.6,18.4,2020,2,15,-1
4.5,1.15,1.041,7.6,51.0,115.6,18.4,2020,2,16,-1
4.5,1.15,1.041,7.6,51.0,115.6,18.4,2020,2,17,-1
4.5,1.15,1.041,7.6,51.0,115.6,18.4,2020,2,18,-1
4.5,1.15,1.041,7.6,51.0,115.6,18.4,2020,2,19,-1
4.5,1.15,1.041,7.6,51.0,115.6,18.4,2020,2,20,-1
4.1,1.057,0.955,11.3,50.0,96.8,12.8,2020,2,21,-1
4.1,1.057,0.955,11.3,50.0,96.8,12.8,2020,2,22,-1
8.1,1.053,0.978,8.9,49.0,111.9,22.2,2020,2,23,-1
5.5,1.062,1.143,12.8,47.0,133.6,24.1,2020,2,24,1
5.5,1.062,1.143,12.8,47.0,133.6,24.1,2020,2,25,1
5.3,1.26,1.239,5.7,43.0,120.5,9.9,2020,2,26,-1
5.3,1.26,1.239,5.7,43.0,120.5,9.9,2020,2,27,-1
5.3,1.26,1.239,5.7,43.0,120.5,9.9,2020,2,28,-1
5.3,1.26,1.239,5.7,43.0,120.5,9.9,2020,2,29,-1
3.5,1.278,1.176,10.5,40.0,115.1,7.2,2020,3,1,-1
3.5,1.278,1.176,10.5,40.0,115.1,7.2,2020,3,2,-1
6.0,1.036,1.055,6.2,50.0,106.8,12.1,2020,3,3,1
6.0,1.036,1.055,6.2,50.0,106.8,12.1,2020,3,4,1
5.0,1.144,1.074,10.0,45.0,108.8,9.1,2020,3,5,-1
5.0,1.144,1.074,10.0,45.0,108.8,9.1,2020,3,6,-1
8.0,1.044,0.986,10.6,53.0,98.0,14.1,2020,3,7,-1
8.0,1.044,0.986,10.6,53.0,98.0,14.1,2020,3,8,-1
4.7,1.031,1.003,12.5,38.0,103.0,6.3,2020,3,9,-1
4.7,1.031,1.003,12.5,38.0,103.0,6.3,2020,3,10,-1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,11,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,12,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,13,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,14,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,15,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,16,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,17,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,18,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,19,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,20,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,21,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,22,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,23,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,24,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,25,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,26,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,27,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,28,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,29,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,30,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,3,31,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,1,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,2,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,3,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,4,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,5,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,6,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,7,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,8,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,9,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,10,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,11,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,12,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,13,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,14,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,15,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,16,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,17,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,18,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,19,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,20,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,21,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,22,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,23,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,24,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,25,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,26,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,27,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,28,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,29,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,4,30,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,1,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,2,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,3,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,4,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,5,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,6,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,7,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,8,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,9,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,10,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,11,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,12,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,13,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,14,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,15,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,16,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,17,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,18,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,19,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,20,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,21,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,22,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,23,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,24,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,25,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,26,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,27,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,28,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,29,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,30,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,5,31,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,1,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,2,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,3,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,4,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,5,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,6,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,7,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,8,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,9,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,10,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,11,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,12,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,13,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,14,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,15,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,16,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,17,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,18,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,19,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,20,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,21,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,22,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,23,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,24,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,25,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,26,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,27,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,28,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,29,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,6,30,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,1,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,2,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,3,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,4,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,5,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,6,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,7,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,8,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,9,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,10,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,11,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,12,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,13,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,14,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,15,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,16,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,17,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,18,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,19,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,20,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,21,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,22,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,23,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,24,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,25,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,26,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,27,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,28,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,29,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,30,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,7,31,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,1,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,2,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,3,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,4,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,5,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,6,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,7,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,8,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,9,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,10,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,11,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,12,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,13,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,14,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,15,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,16,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,17,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,18,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,19,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,20,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,21,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,22,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,23,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,24,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,25,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,26,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,27,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,28,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,29,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,30,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,8,31,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,1,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,2,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,3,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,4,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,5,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,6,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,7,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,8,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,9,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,10,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,11,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,12,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,13,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,14,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,15,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,16,1
7.5,1.04,1.091,7.4,49.0,118.5,18.6,2020,9,17,1
